Position,Abbreviation,DriverNumber,TeamName,GridPosition,Status,RaceTime_Sec,PitStops,IsWetRace,Year,Round,Circuit
14.0,GIO,99,Alfa Romeo Racing,15.0,Finished,54.205,0,0,2020,4,Silverstone
15.0,LAT,6,Williams,18.0,Finished,54.549,0,0,2020,4,Silverstone
16.0,GRO,8,Haas F1 Team,17.0,Finished,55.05,0,0,2020,4,Silverstone
17.0,RAI,7,Alfa Romeo Racing,16.0,+1 Lap,,0,0,2020,4,Silverstone
18.0,KVY,26,AlphaTauri,19.0,Accident,,0,0,2020,4,Silverstone
19.0,MAG,20,Haas F1 Team,14.0,Collision,,0,0,2020,4,Silverstone
20.0,HUL,27,Racing Point,13.0,Power Unit,,0,0,2020,4,Silverstone
1.0,VER,33,Red Bull Racing,4.0,Finished,4781.993,0,0,2020,5,Silverstone
2.0,HAM,44,Mercedes,2.0,Finished,11.326,0,0,2020,5,Silverstone
3.0,BOT,77,Mercedes,1.0,Finished,19.231,0,0,2020,5,Silverstone
4.0,LEC,16,Ferrari,8.0,Finished,29.289,0,0,2020,5,Silverstone
5.0,ALB,23,Red Bull Racing,9.0,Finished,39.146,0,0,2020,5,Silverstone
6.0,STR,18,Racing Point,6.0,Finished,42.538,0,0,2020,5,Silverstone
7.0,HUL,27,Racing Point,3.0,Finished,55.951,0,0,2020,5,Silverstone
8.0,OCO,31,Renault,14.0,Finished,64.773,0,0,2020,5,Silverstone
9.0,NOR,4,McLaren,10.0,Finished,65.544,0,0,2020,5,Silverstone
10.0,KVY,26,AlphaTauri,16.0,Finished,69.669,0,0,2020,5,Silverstone
11.0,GAS,10,AlphaTauri,7.0,Finished,70.642,0,0,2020,5,Silverstone
12.0,VET,5,Ferrari,11.0,Finished,73.37,0,0,2020,5,Silverstone
13.0,SAI,55,McLaren,12.0,Finished,74.07,0,0,2020,5,Silverstone
14.0,RIC,3,Renault,5.0,+1 Lap,,0,0,2020,5,Silverstone
15.0,RAI,7,Alfa Romeo Racing,20.0,+1 Lap,,0,0,2020,5,Silverstone
16.0,GRO,8,Haas F1 Team,13.0,+1 Lap,,0,0,2020,5,Silverstone
17.0,GIO,99,Alfa Romeo Racing,19.0,+1 Lap,,0,0,2020,5,Silverstone
18.0,RUS,63,Williams,15.0,+1 Lap,,0,0,2020,5,Silverstone
19.0,LAT,6,Williams,18.0,+1 Lap,,0,0,2020,5,Silverstone
20.0,MAG,20,Haas F1 Team,17.0,Retired,,0,0,2020,5,Silverstone
1.0,HAM,44,Mercedes,1.0,Finished,5505.279,0,0,2020,6,Barcelona
2.0,VER,33,Red Bull Racing,3.0,Finished,24.177,0,0,2020,6,Barcelona
3.0,BOT,77,Mercedes,2.0,Finished,44.752,0,0,2020,6,Barcelona
4.0,STR,18,Racing Point,5.0,+1 Lap,,0,0,2020,6,Barcelona
5.0,PER,11,Racing Point,4.0,+1 Lap,,0,0,2020,6,Barcelona
6.0,SAI,55,McLaren,7.0,+1 Lap,,0,0,2020,6,Barcelona
7.0,VET,5,Ferrari,11.0,+1 Lap,,0,0,2020,6,Barcelona
8.0,ALB,23,Red Bull Racing,6.0,+1 Lap,,0,0,2020,6,Barcelona
9.0,GAS,10,AlphaTauri,10.0,+1 Lap,,0,0,2020,6,Barcelona
10.0,NOR,4,McLaren,8.0,+1 Lap,,0,0,2020,6,Barcelona
11.0,RIC,3,Renault,13.0,+1 Lap,,0,0,2020,6,Barcelona
12.0,KVY,26,AlphaTauri,12.0,+1 Lap,,0,0,2020,6,Barcelona
13.0,OCO,31,Renault,15.0,+1 Lap,,0,0,2020,6,Barcelona
14.0,RAI,7,Alfa Romeo Racing,14.0,+1 Lap,,0,0,2020,6,Barcelona
15.0,MAG,20,Haas F1 Team,16.0,+1 Lap,,0,0,2020,6,Barcelona
16.0,GIO,99,Alfa Romeo Racing,20.0,+1 Lap,,0,0,2020,6,Barcelona
17.0,RUS,63,Williams,18.0,+1 Lap,,0,0,2020,6,Barcelona
18.0,LAT,6,Williams,19.0,+2 Laps,,0,0,2020,6,Barcelona
19.0,GRO,8,Haas F1 Team,17.0,+2 Laps,,0,0,2020,6,Barcelona
20.0,LEC,16,Ferrari,9.0,Electronics,,0,0,2020,6,Barcelona
1.0,HAM,44,Mercedes,1.0,Finished,5048.761,0,0,2020,7,Spa-Francorchamps
2.0,BOT,77,Mercedes,2.0,Finished,8.448,0,0,2020,7,Spa-Francorchamps
3.0,VER,33,Red Bull Racing,3.0,Finished,15.455,0,0,2020,7,Spa-Francorchamps
4.0,RIC,3,Renault,4.0,Finished,18.877,0,0,2020,7,Spa-Francorchamps
5.0,OCO,31,Renault,6.0,Finished,40.65,0,0,2020,7,Spa-Francorchamps
6.0,ALB,23,Red Bull Racing,5.0,Finished,42.712,0,0,2020,7,Spa-Francorchamps
7.0,NOR,4,McLaren,10.0,Finished,43.774,0,0,2020,7,Spa-Francorchamps
8.0,GAS,10,AlphaTauri,12.0,Finished,47.371,0,0,2020,7,Spa-Francorchamps
9.0,STR,18,Racing Point,9.0,Finished,52.603,0,0,2020,7,Spa-Francorchamps
10.0,PER,11,Racing Point,8.0,Finished,53.179,0,0,2020,7,Spa-Francorchamps
11.0,KVY,26,AlphaTauri,11.0,Finished,70.2,0,0,2020,7,Spa-Francorchamps
12.0,RAI,7,Alfa Romeo Racing,16.0,Finished,71.504,0,0,2020,7,Spa-Francorchamps
13.0,VET,5,Ferrari,14.0,Finished,72.894,0,0,2020,7,Spa-Francorchamps
14.0,LEC,16,Ferrari,13.0,Finished,74.92,0,0,2020,7,Spa-Francorchamps
15.0,GRO,8,Haas F1 Team,17.0,Finished,76.793,0,0,2020,7,Spa-Francorchamps
16.0,LAT,6,Williams,19.0,Finished,77.795,0,0,2020,7,Spa-Francorchamps
17.0,MAG,20,Haas F1 Team,20.0,Finished,85.54,0,0,2020,7,Spa-Francorchamps
18.0,GIO,99,Alfa Romeo Racing,18.0,Accident,,0,0,2020,7,Spa-Francorchamps
19.0,RUS,63,Williams,15.0,Debris,,0,0,2020,7,Spa-Francorchamps
20.0,SAI,55,McLaren,7.0,Exhaust,,0,0,2020,7,Spa-Francorchamps
1.0,GAS,10,AlphaTauri,10.0,Finished,6426.056,0,0,2020,8,Monza
2.0,SAI,55,McLaren,3.0,Finished,0.415,0,0,2020,8,Monza
3.0,STR,18,Racing Point,8.0,Finished,3.358,0,0,2020,8,Monza
4.0,NOR,4,McLaren,6.0,Finished,6.0,0,0,2020,8,Monza
5.0,BOT,77,Mercedes,2.0,Finished,7.108,0,0,2020,8,Monza
6.0,RIC,3,Renault,7.0,Finished,8.391,0,0,2020,8,Monza
7.0,HAM,44,Mercedes,1.0,Finished,17.245,0,0,2020,8,Monza
8.0,OCO,31,Renault,12.0,Finished,18.691,0,0,2020,8,Monza
9.0,KVY,26,AlphaTauri,11.0,Finished,22.208,0,0,2020,8,Monza
10.0,PER,11,Racing Point,4.0,Finished,23.224,0,0,2020,8,Monza
11.0,LAT,6,Williams,20.0,Finished,32.876,0,0,2020,8,Monza
12.0,GRO,8,Haas F1 Team,16.0,Finished,35.164,0,0,2020,8,Monza
13.0,RAI,7,Alfa Romeo Racing,14.0,Finished,36.312,0,0,2020,8,Monza
14.0,RUS,63,Williams,19.0,Finished,36.593,0,0,2020,8,Monza
15.0,ALB,23,Red Bull Racing,9.0,Finished,37.533,0,0,2020,8,Monza
16.0,GIO,99,Alfa Romeo Racing,18.0,Finished,55.199,0,0,2020,8,Monza
17.0,VER,33,Red Bull Racing,5.0,Power Unit,,0,0,2020,8,Monza
18.0,LEC,16,Ferrari,13.0,Accident,,1,0,2020,8,Monza
19.0,MAG,20,Haas F1 Team,15.0,Power Unit,,0,0,2020,8,Monza
20.0,VET,5,Ferrari,17.0,Brakes,,0,0,2020,8,Monza
1.0,HAM,44,Mercedes,1.0,Finished,8375.06,2,0,2020,9,Mugello
2.0,BOT,77,Mercedes,2.0,Finished,4.88,1,0,2020,9,Mugello
3.0,ALB,23,Red Bull Racing,4.0,Finished,8.064,1,0,2020,9,Mugello
4.0,RIC,3,Renault,8.0,Finished,10.417,1,0,2020,9,Mugello
5.0,PER,11,Racing Point,7.0,Finished,15.65,1,0,2020,9,Mugello
6.0,NOR,4,McLaren,11.0,Finished,18.883,1,0,2020,9,Mugello
7.0,KVY,26,AlphaTauri,12.0,Finished,21.756,1,0,2020,9,Mugello
8.0,LEC,16,Ferrari,5.0,Finished,28.345,1,0,2020,9,Mugello
9.0,RAI,7,Alfa Romeo Racing,13.0,Finished,29.77,1,0,2020,9,Mugello
10.0,VET,5,Ferrari,14.0,Finished,29.983,1,0,2020,9,Mugello
11.0,RUS,63,Williams,18.0,Finished,32.404,1,0,2020,9,Mugello
12.0,GRO,8,Haas F1 Team,15.0,Finished,42.036,1,0,2020,9,Mugello
13.0,STR,18,Racing Point,6.0,Puncture,,1,0,2020,9,Mugello
14.0,OCO,31,Renault,10.0,Brakes,,1,0,2020,9,Mugello
15.0,LAT,6,Williams,19.0,Collision,,0,0,2020,9,Mugello
16.0,MAG,20,Haas F1 Team,20.0,Collision,,0,0,2020,9,Mugello
17.0,GIO,99,Alfa Romeo Racing,17.0,Collision,,0,0,2020,9,Mugello
18.0,SAI,55,McLaren,9.0,Collision,,0,0,2020,9,Mugello
19.0,VER,33,Red Bull Racing,3.0,Collision,,0,0,2020,9,Mugello
20.0,GAS,10,AlphaTauri,16.0,Collision,,0,0,2020,9,Mugello
1.0,BOT,77,Mercedes,3.0,Finished,5640.364,0,0,2020,10,Sochi
2.0,VER,33,Red Bull Racing,2.0,Finished,7.729,0,0,2020,10,Sochi
3.0,HAM,44,Mercedes,1.0,Finished,22.729,0,0,2020,10,Sochi
4.0,PER,11,Racing Point,4.0,Finished,30.558,0,0,2020,10,Sochi
5.0,RIC,3,Renault,5.0,Finished,52.065,0,0,2020,10,Sochi
6.0,LEC,16,Ferrari,10.0,Finished,62.186,0,0,2020,10,Sochi
7.0,OCO,31,Renault,7.0,Finished,68.006,0,0,2020,10,Sochi
8.0,KVY,26,AlphaTauri,11.0,Finished,68.74,0,0,2020,10,Sochi
9.0,GAS,10,AlphaTauri,9.0,Finished,89.766,0,0,2020,10,Sochi
10.0,ALB,23,Red Bull Racing,15.0,Finished,97.86,0,0,2020,10,Sochi
11.0,GIO,99,Alfa Romeo Racing,17.0,+1 Lap,,0,0,2020,10,Sochi
12.0,MAG,20,Haas F1 Team,18.0,+1 Lap,,0,0,2020,10,Sochi
13.0,VET,5,Ferrari,14.0,+1 Lap,,0,0,2020,10,Sochi
14.0,RAI,7,Alfa Romeo Racing,19.0,+1 Lap,,0,0,2020,10,Sochi
15.0,NOR,4,McLaren,8.0,+1 Lap,,0,0,2020,10,Sochi
16.0,LAT,6,Williams,20.0,+1 Lap,,0,0,2020,10,Sochi
17.0,GRO,8,Haas F1 Team,16.0,+1 Lap,,0,0,2020,10,Sochi
18.0,RUS,63,Williams,13.0,+1 Lap,,0,0,2020,10,Sochi
19.0,SAI,55,McLaren,6.0,Accident,,0,0,2020,10,Sochi
20.0,STR,18,Racing Point,12.0,Collision,,0,0,2020,10,Sochi
1.0,HAM,44,Mercedes,2.0,Finished,5749.641,0,1,2020,11,Nürburgring
2.0,VER,33,Red Bull Racing,3.0,Finished,4.47,0,1,2020,11,Nürburgring
3.0,RIC,3,Renault,6.0,Finished,14.613,0,1,2020,11,Nürburgring
4.0,PER,11,Racing Point,9.0,Finished,16.07,0,1,2020,11,Nürburgring
5.0,SAI,55,McLaren,10.0,Finished,21.905,0,1,2020,11,Nürburgring
6.0,GAS,10,AlphaTauri,12.0,Finished,22.766,0,1,2020,11,Nürburgring
7.0,LEC,16,Ferrari,4.0,Finished,30.814,0,1,2020,11,Nürburgring
8.0,HUL,27,Racing Point,20.0,Finished,32.596,0,1,2020,11,Nürburgring
9.0,GRO,8,Haas F1 Team,16.0,Finished,39.081,0,1,2020,11,Nürburgring
10.0,GIO,99,Alfa Romeo Racing,14.0,Finished,40.035,0,1,2020,11,Nürburgring
11.0,VET,5,Ferrari,11.0,Finished,40.81,0,1,2020,11,Nürburgring
12.0,RAI,7,Alfa Romeo Racing,19.0,Finished,41.476,0,1,2020,11,Nürburgring
13.0,MAG,20,Haas F1 Team,15.0,Finished,49.585,0,1,2020,11,Nürburgring
14.0,LAT,6,Williams,18.0,Finished,54.449,0,1,2020,11,Nürburgring
15.0,KVY,26,AlphaTauri,13.0,Finished,55.588,0,1,2020,11,Nürburgring
16.0,NOR,4,McLaren,8.0,Power Unit,,0,1,2020,11,Nürburgring
17.0,ALB,23,Red Bull Racing,5.0,Radiator,,0,1,2020,11,Nürburgring
18.0,OCO,31,Renault,7.0,Gearbox,,0,1,2020,11,Nürburgring
19.0,BOT,77,Mercedes,1.0,Power Unit,,0,1,2020,11,Nürburgring
20.0,RUS,63,Williams,17.0,Collision,,0,1,2020,11,Nürburgring
1.0,HAM,44,Mercedes,1.0,Finished,5396.828,0,0,2020,12,Portimão
2.0,BOT,77,Mercedes,2.0,Finished,25.592,0,0,2020,12,Portimão
3.0,VER,33,Red Bull Racing,3.0,Finished,34.508,0,0,2020,12,Portimão
4.0,LEC,16,Ferrari,4.0,Finished,65.312,0,0,2020,12,Portimão
5.0,GAS,10,AlphaTauri,9.0,+1 Lap,,0,0,2020,12,Portimão
6.0,SAI,55,McLaren,7.0,+1 Lap,,0,0,2020,12,Portimão
7.0,PER,11,Racing Point,5.0,+1 Lap,,0,0,2020,12,Portimão
8.0,OCO,31,Renault,11.0,+1 Lap,,0,0,2020,12,Portimão
9.0,RIC,3,Renault,10.0,+1 Lap,,0,0,2020,12,Portimão
10.0,VET,5,Ferrari,15.0,+1 Lap,,0,0,2020,12,Portimão
11.0,RAI,7,Alfa Romeo Racing,16.0,+1 Lap,,0,0,2020,12,Portimão
12.0,ALB,23,Red Bull Racing,6.0,+1 Lap,,0,0,2020,12,Portimão
13.0,NOR,4,McLaren,8.0,+1 Lap,,0,0,2020,12,Portimão
14.0,RUS,63,Williams,14.0,+1 Lap,,0,0,2020,12,Portimão
15.0,GIO,99,Alfa Romeo Racing,17.0,+1 Lap,,0,0,2020,12,Portimão
16.0,MAG,20,Haas F1 Team,19.0,+1 Lap,,0,0,2020,12,Portimão
17.0,GRO,8,Haas F1 Team,18.0,+1 Lap,,0,0,2020,12,Portimão
18.0,LAT,6,Williams,20.0,+2 Laps,,0,0,2020,12,Portimão
19.0,KVY,26,AlphaTauri,13.0,+2 Laps,,0,0,2020,12,Portimão
20.0,STR,18,Racing Point,12.0,Collision damage,,0,0,2020,12,Portimão
1.0,HAM,44,Mercedes,2.0,Finished,5312.43,0,0,2020,13,Imola
2.0,BOT,77,Mercedes,1.0,Finished,5.783,0,0,2020,13,Imola
3.0,RIC,3,Renault,5.0,Finished,14.32,0,0,2020,13,Imola
4.0,KVY,26,AlphaTauri,8.0,Finished,15.141,0,0,2020,13,Imola
5.0,LEC,16,Ferrari,7.0,Finished,19.111,0,0,2020,13,Imola
6.0,PER,11,Racing Point,11.0,Finished,19.652,0,0,2020,13,Imola
7.0,SAI,55,McLaren,10.0,Finished,20.23,0,0,2020,13,Imola
8.0,NOR,4,McLaren,9.0,Finished,21.131,0,0,2020,13,Imola
9.0,RAI,7,Alfa Romeo Racing,18.0,Finished,22.224,0,0,2020,13,Imola
10.0,GIO,99,Alfa Romeo Racing,20.0,Finished,26.398,0,0,2020,13,Imola
11.0,LAT,6,Williams,19.0,Finished,27.135,0,0,2020,13,Imola
12.0,VET,5,Ferrari,14.0,Finished,28.453,0,0,2020,13,Imola
13.0,STR,18,Racing Point,15.0,Finished,29.163,0,0,2020,13,Imola
14.0,GRO,8,Haas F1 Team,16.0,Finished,32.935,0,0,2020,13,Imola
15.0,ALB,23,Red Bull Racing,6.0,Finished,57.284,0,0,2020,13,Imola
16.0,RUS,63,Williams,13.0,Accident,,0,0,2020,13,Imola
17.0,VER,33,Red Bull Racing,3.0,Puncture,,0,0,2020,13,Imola
18.0,MAG,20,Haas F1 Team,17.0,Illness,,0,0,2020,13,Imola
19.0,OCO,31,Renault,12.0,Gearbox,,0,0,2020,13,Imola
20.0,GAS,10,AlphaTauri,4.0,Water pressure,,0,0,2020,13,Imola
1.0,HAM,44,Mercedes,6.0,Finished,6139.313,0,1,2020,14,Istanbul
2.0,PER,11,Racing Point,3.0,Finished,31.633,0,1,2020,14,Istanbul
3.0,VET,5,Ferrari,11.0,Finished,31.96,0,1,2020,14,Istanbul
4.0,LEC,16,Ferrari,12.0,Finished,33.858,0,1,2020,14,Istanbul
5.0,SAI,55,McLaren,15.0,Finished,34.363,0,1,2020,14,Istanbul
6.0,VER,33,Red Bull Racing,2.0,Finished,44.873,0,1,2020,14,Istanbul
7.0,ALB,23,Red Bull Racing,4.0,Finished,46.484,0,1,2020,14,Istanbul
8.0,NOR,4,McLaren,14.0,Finished,61.259,0,1,2020,14,Istanbul
9.0,STR,18,Racing Point,1.0,Finished,72.353,0,1,2020,14,Istanbul
10.0,RIC,3,Renault,5.0,Finished,95.46,0,1,2020,14,Istanbul
11.0,OCO,31,Renault,7.0,+1 Lap,,0,1,2020,14,Istanbul
12.0,KVY,26,AlphaTauri,16.0,+1 Lap,,0,1,2020,14,Istanbul
13.0,GAS,10,AlphaTauri,19.0,+1 Lap,,0,1,2020,14,Istanbul
14.0,BOT,77,Mercedes,9.0,+1 Lap,,0,1,2020,14,Istanbul
15.0,RAI,7,Alfa Romeo Racing,8.0,+1 Lap,,0,1,2020,14,Istanbul
16.0,RUS,63,Williams,0.0,+1 Lap,,0,1,2020,14,Istanbul
17.0,MAG,20,Haas F1 Team,13.0,Withdrew,,0,1,2020,14,Istanbul
18.0,GRO,8,Haas F1 Team,17.0,Collision damage,,0,1,2020,14,Istanbul
19.0,LAT,6,Williams,0.0,Collision damage,,1,1,2020,14,Istanbul
20.0,GIO,99,Alfa Romeo Racing,10.0,Gearbox,,0,1,2020,14,Istanbul
1.0,HAM,44,Mercedes,1.0,Finished,10787.515,0,0,2020,15,Sakhir
2.0,VER,33,Red Bull Racing,3.0,Finished,1.254,0,0,2020,15,Sakhir
3.0,ALB,23,Red Bull Racing,4.0,Finished,8.005,0,0,2020,15,Sakhir
4.0,NOR,4,McLaren,9.0,Finished,11.337,0,0,2020,15,Sakhir
5.0,SAI,55,McLaren,15.0,Finished,11.787,0,0,2020,15,Sakhir
6.0,GAS,10,AlphaTauri,8.0,Finished,11.942,0,0,2020,15,Sakhir
7.0,RIC,3,Renault,6.0,Finished,19.368,0,0,2020,15,Sakhir
8.0,BOT,77,Mercedes,2.0,Finished,19.68,0,0,2020,15,Sakhir
9.0,OCO,31,Renault,7.0,Finished,22.803,0,0,2020,15,Sakhir
10.0,LEC,16,Ferrari,12.0,+1 Lap,,0,0,2020,15,Sakhir
11.0,KVY,26,AlphaTauri,10.0,+1 Lap,,0,0,2020,15,Sakhir
12.0,RUS,63,Williams,14.0,+1 Lap,,0,0,2020,15,Sakhir
13.0,VET,5,Ferrari,11.0,+1 Lap,,0,0,2020,15,Sakhir
14.0,LAT,6,Williams,20.0,+1 Lap,,0,0,2020,15,Sakhir
15.0,RAI,7,Alfa Romeo Racing,17.0,+1 Lap,,0,0,2020,15,Sakhir
16.0,GIO,99,Alfa Romeo Racing,16.0,+1 Lap,,0,0,2020,15,Sakhir
17.0,MAG,20,Haas F1 Team,18.0,+1 Lap,,0,0,2020,15,Sakhir
18.0,PER,11,Racing Point,5.0,Engine,,0,0,2020,15,Sakhir
19.0,STR,18,Racing Point,13.0,Collision,,0,0,2020,15,Sakhir
20.0,GRO,8,Haas F1 Team,19.0,Collision,,0,0,2020,15,Sakhir
1.0,PER,11,Racing Point,5.0,Finished,5475.114,0,0,2020,16,Sakhir
2.0,OCO,31,Renault,11.0,Finished,10.518,0,0,2020,16,Sakhir
3.0,STR,18,Racing Point,10.0,Finished,11.869,0,0,2020,16,Sakhir
4.0,SAI,55,McLaren,8.0,Finished,12.58,0,0,2020,16,Sakhir
5.0,RIC,3,Renault,7.0,Finished,13.33,0,0,2020,16,Sakhir
6.0,ALB,23,Red Bull Racing,12.0,Finished,13.842,0,0,2020,16,Sakhir
7.0,KVY,26,AlphaTauri,6.0,Finished,14.534,0,0,2020,16,Sakhir
8.0,BOT,77,Mercedes,1.0,Finished,15.389,0,0,2020,16,Sakhir
9.0,RUS,63,Mercedes,2.0,Finished,18.556,1,0,2020,16,Sakhir
10.0,NOR,4,McLaren,19.0,Finished,19.541,0,0,2020,16,Sakhir
11.0,GAS,10,AlphaTauri,9.0,Finished,20.527,0,0,2020,16,Sakhir
12.0,VET,5,Ferrari,13.0,Finished,22.611,0,0,2020,16,Sakhir
13.0,GIO,99,Alfa Romeo Racing,14.0,Finished,24.111,0,0,2020,16,Sakhir
14.0,RAI,7,Alfa Romeo Racing,18.0,Finished,26.153,0,0,2020,16,Sakhir
15.0,MAG,20,Haas F1 Team,15.0,Finished,32.37,0,0,2020,16,Sakhir
16.0,AIT,89,Williams,17.0,Finished,33.674,0,0,2020,16,Sakhir
17.0,FIT,51,Haas F1 Team,20.0,Finished,36.858,0,0,2020,16,Sakhir
18.0,LAT,6,Williams,16.0,Engine,,0,0,2020,16,Sakhir
19.0,VER,33,Red Bull Racing,3.0,Accident,,0,0,2020,16,Sakhir
20.0,LEC,16,Ferrari,4.0,Collision,,0,0,2020,16,Sakhir
